id,name,description,price,discount_price,stock,features,images,is_featured,is_new,created_at,updated_at,category,product_code,usage_instructions,weight,length,width,height,requires_shipping,brand,subtype,vendor,dimensions,video_url,gallery_images,specifications,country_of_origin,sku,points_earned,points_required,cave_enabled,cave_price,cave_required_points,cave_max_quantity,description_title,points_earn_enabled,points_spend_enabled,is_bundle_placeholder,active
e439f0ea-e712-43e3-80de-e4ac98505b96,جرافيت كلاسيك 125/13,"يستخدم جرافيت للعنايه بالتابلوه والمقصوة الداخليه للسياره ويوفر حمايه فعاله ضد التاكل والخدوش ويحمي الاسطح من الاشعه فوق البنفسجيه الضاره حيث يعمل علي تكوين طبقة حمايه شفافه ومتينه علي سطح تابلوه السياره ، هذه الطبقه تعمل كدرع واقي يحمي من العوامل البيئيه القاسيه مثل اشعة الشمس المباشره ، التاكل الناتج عن الاتربه والخدوش التي قد تتسبب فيها المفاتيح او الاجسام الحاده

",1100,850,20,"[""حمايه طويله الامد تصل الي 90 يوم"", ""ملائم لجميع الاسطح"", ""سهل الاستخدام لا يحتاج للاستعانه بمحترفين"", ""مقاوم للعوامل الجويه""]","[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/k3dam67jkhb_1757529468388.webp""]",true,true,2025-09-06 11:57:06.622331+00,2025-09-06 11:57:06.622331+00,0c72683f-901d-460c-bd7a-3486ac5bc468,189,"المرحله الاولي : تطهير السطح باستخدام المطهر المرفق
قبل البدء التاكد من ان السياره متوقفه في مكان جيد التهويه وخارج اشعة الشمس المباشره وهذا يساعد علي منع تبخر المطهر بسرعه زائده
قم بازاله اي اوساخ كبيره او غبار من السطح باستخدام قطعه قماش ناعمه
2 - تطبيق المطهر
افتح عبوة المطهر المرفقه مع المنتج مكتوب عليها حرف A
رش المطهر بشكل متساوي علي السطح وتاكد من تغطيه جميع المناطق التي سيتم تطبيق الجرافيت عليها
3- مسح السطح باستخدام قطعة قماش ناعمه ونظيفه وامسح السطح بحركات دائريه صغيره للتاكد من توزيع المطهر بشكل متساوي
انتظر حتي يجف السطح تماما
المرحله الثانيه :
تطبيق مادة الجرافيت العبوه مكتوب عليها حرف B
1- قبل فتح عبوه جرافيت قم بهزها جييدا لمده 15 ل30 ثانيه لضمان تجانس المكونات
2- ضع كميه صغيره من المنتج علي قطعة اسفنج ناعمه ونظيفه
3- بحركه دائريه خفيفه مرر قطعه الاسفنج علي السطح
استمر في تطبيق المنتج بحركات دائريه لضمان توزيع متساوي ولتحقيق لمعان موحد علي السطح
4- اترك السطح ليجف لمده 5 دقائق
يمكنك تكرار العمليه مره اخري اذا اردت حمايه اضافيه او لمعان اكتر

",,,,,true,CRYSTAL eye,منتج للاستخدام الشخصي,DELIGHT,,,[],[],جمهورية مصر العربية,,100,500,true,500.00,400,12,العنايه بتابلو السياره والمقصورة الداخليه بتقنية النانو,true,true,false,true
3a0097cf-ffe4-41de-8248-f202ad2b6d59,جرافيت سيلكتد 70/30,"يستخدم جرافيت للعنايه بالتابلوه والمقصوة الداخليه للسياره ويوفر حمايه فعاله ضد التاكل والخدوش ويحمي الاسطح من الاشعه فوق البنفسجيه الضاره حيث يعمل علي تكوين طبقة حمايه شفافه ومتينه علي سطح تابلوه السياره ، هذه الطبقه تعمل كدرع واقي يحمي من العوامل البيئيه القاسيه مثل اشعة الشمس المباشره ، التاكل الناتج عن الاتربه والخدوش التي قد تتسبب فيها المفاتيح او الاجسام الحاده

",1100,850,20,"[""حمايه طويله الامد تصل الي 90 يوم"", ""ملائم لجميع الاسطح"", ""سهل الاستخدام لا يحتاج للاستعانه بمحترفين"", ""مقاوم للعوامل الجويه""]","[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/xrhixba96fh_1757529487338.webp""]",true,true,2025-09-06 11:54:19.728082+00,2025-09-06 11:54:19.728082+00,0c72683f-901d-460c-bd7a-3486ac5bc468,188,"المرحله الاولي : تطهير السطح باستخدام المطهر المرفق
قبل البدء التاكد من ان السياره متوقفه في مكان جيد التهويه وخارج اشعة الشمس المباشره وهذا يساعد علي منع تبخر المطهر بسرعه زائده
قم بازاله اي اوساخ كبيره او غبار من السطح باستخدام قطعه قماش ناعمه
2 - تطبيق المطهر
افتح عبوة المطهر المرفقه مع المنتج مكتوب عليها حرف A
رش المطهر بشكل متساوي علي السطح وتاكد من تغطيه جميع المناطق التي سيتم تطبيق الجرافيت عليها
3- مسح السطح باستخدام قطعة قماش ناعمه ونظيفه وامسح السطح بحركات دائريه صغيره للتاكد من توزيع المطهر بشكل متساوي
انتظر حتي يجف السطح تماما
المرحله الثانيه :
تطبيق مادة الجرافيت العبوه مكتوب عليها حرف B
1- قبل فتح عبوه جرافيت قم بهزها جييدا لمده 15 ل30 ثانيه لضمان تجانس المكونات
2- ضع كميه صغيره من المنتج علي قطعة اسفنج ناعمه ونظيفه
3- بحركه دائريه خفيفه مرر قطعه الاسفنج علي السطح
استمر في تطبيق المنتج بحركات دائريه لضمان توزيع متساوي ولتحقيق لمعان موحد علي السطح
4- اترك السطح ليجف لمده 5 دقائق
يمكنك تكرار العمليه مره اخري اذا اردت حمايه اضافيه او لمعان اكتر

",,,,,true,CRYSTAL eye,منتج للاستخدام الشخصي,DELIGHT,,,[],[],جمهورية مصر العربية,,100,500,true,500.00,400,12,العنايه بتابلو السياره والمقصورة الداخليه بتقنية النانو,true,true,false,true
06aa75cb-f99f-4d4a-bd44-49e5503d2664,جرافيت هاي اند 85/20,"يستخدم جرافيت للعنايه بالتابلوه والمقصوة الداخليه للسياره ويوفر حمايه فعاله ضد التاكل والخدوش ويحمي الاسطح من الاشعه فوق البنفسجيه الضاره حيث يعمل علي تكوين طبقة حمايه شفافه ومتينه علي سطح تابلوه السياره ، هذه الطبقه تعمل كدرع واقي يحمي من العوامل البيئيه القاسيه مثل اشعة الشمس المباشره ، التاكل الناتج عن الاتربه والخدوش التي قد تتسبب فيها المفاتيح او الاجسام الحاده ",1100,850,20,"[""حمايه طويله الامد تصل الي 90 يوم "", ""ملائم لجميع الاسطح"", ""سهل الاستخدام لا يحتاج للاستعانه بمحترفين "", ""مقاوم للعوامل الجويه ""]","[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/71o826ybm6o_1757529504656.webp""]",true,true,2025-09-06 11:51:19.020437+00,2025-09-06 11:51:19.020437+00,0c72683f-901d-460c-bd7a-3486ac5bc468,187,"المرحله الاولي : تطهير السطح باستخدام المطهر المرفق 
قبل البدء التاكد من ان السياره متوقفه في مكان جيد التهويه وخارج اشعة الشمس المباشره وهذا يساعد علي منع تبخر المطهر بسرعه زائده
قم بازاله اي اوساخ كبيره او غبار من السطح باستخدام قطعه قماش ناعمه
2 - تطبيق المطهر 
افتح عبوة المطهر المرفقه مع المنتج مكتوب عليها حرف A
رش المطهر بشكل متساوي علي السطح وتاكد من تغطيه جميع المناطق التي سيتم تطبيق الجرافيت عليها 
3- مسح السطح باستخدام قطعة قماش ناعمه ونظيفه وامسح السطح بحركات دائريه صغيره للتاكد من توزيع المطهر بشكل متساوي 
انتظر حتي يجف السطح تماما 
المرحله الثانيه :
تطبيق مادة الجرافيت العبوه مكتوب عليها حرف B
1- قبل فتح عبوه جرافيت قم بهزها جييدا لمده 15 ل30 ثانيه لضمان تجانس المكونات 
2- ضع كميه صغيره من المنتج علي قطعة اسفنج ناعمه ونظيفه 
3- بحركه دائريه خفيفه مرر قطعه الاسفنج علي  السطح
استمر في تطبيق المنتج بحركات دائريه لضمان توزيع متساوي ولتحقيق لمعان موحد علي السطح
4- اترك السطح ليجف لمده 5 دقائق 
يمكنك تكرار العمليه مره اخري اذا اردت حمايه اضافيه او لمعان اكتر ",,,,,true,CRYSTAL eye,منتج للاستخدام الشخصي,DELIGHT,,,[],[],جمهورية مصر العربية,,100,500,true,500.00,400,12,"العنايه بتابلو السياره والمقصورة الداخليه بتقنية النانو ",true,true,false,true
00000000-0000-0000-0000-000000000001,[BUNDLE PLACEHOLDER],,1,1,10000,[],[],true,false,2025-09-03 13:25:32.455608+00,2025-09-03 13:25:32.455608+00,,888888888888,,,,,,true,,,,,,[],[],,,,,false,,,,منتج وهمي لدعم العروض المجمعة - لا يظهر في الواجهة',false,false,true,true
db5c6f7b-73da-4965-831b-39ba7b7001cf,بيستول 700,بيستول هو منتج لتنظيف الموتور وحماية الاجزاء الالكترونيه بالسياره واذابه الدهون والشحوم والزيوت والاوساخ والاتربه العالقه بين اجزاء الموتور ولا يسبب تشقق القطع المطاطيه الموجوده حول الموتور,125,90,50,"[""خالي من الاحماض"", ""امن علي اليدين"", ""امن علي طلاء السياره"", ""غير قابل للاشتعال""]","[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/k452zq745x_1756122607580.webp""]",true,false,2025-08-25 11:56:43.772472+00,2025-08-25 11:56:43.772472+00,78eb2dba-fc91-48a4-a0dd-88ffa1372011,106,"ضبط البخاخ علي وضع on
توجيه البخاخ الي المنطقه المراد تنظيفها من مسافه 30 الي 50 سم 
يرش السائل بشكل عمودي 
يترم لمده من 30 ثانيه لدقيقه علي السطح
استخدم فرشاه لفرك الاجزاء العالقه من الشحوم
مسح البقايا باستخدام قطعه قماش",,,,,true,CRYSTAL eye,منتج للاستخدام الاحترافى,DELIGHT,,,[],[],جمهورية مصر العربية,,8,75,true,59.00,54,30,منظف لمحرك السياره,true,true,false,true
f7f6dc33-e041-477f-baaa-54e8755e4473,بلاك ريتشارج 200 مللي,"Black Recharge مُجدِّد لون احترافي يعيد عمق السواد لقطع الفبر واللدائن الخارجية (مثل الأكسسوارات البلاستيكية، الحواف، الشبكات، وحتى أغطية المحرّك الداخلية) مع حاجز وقائي يقلّل الجفاف والتشقّق. صيغته خالية من الأصباغ لتعطي نتيجة طبيعية غير مصطنعة تحافظ على طابع الخامة ولمستها.

هندسة تركيبة متقدّمة
تعتمد الصياغة على مصفوفة بوليمر–شمع عالية التماسك مع مستحلبات دقيقة توفّر طبقة فيلم مرنة تتوزّع بانتظام وتلتصق بسطح اللدائن. تم هندسة نسب المزج والتحكّم في حجم الجسيمات وزمن الاستحلاب بأساليب تصنيع احترافية مواكِبة لأحدث المعايير العالمية؛ والنتيجة استرجاع بصري فوري لعمق السواد، وثبات أفضل أمام الشمس والغبار ورذاذ الطريق، ولمسة نهائية نظيفة غير زيتية تقلّل التقاط الأتربة وتُسهّل التنظيف الدوري.

أرقام/حقائق تُثبت الأداء
- طبقة فيلم مرنة تساعد على الحدّ من التشقّق والجفاف.
- نتيجة طبيعية بلا أصباغ تُبرز لون الخامة بدلًا من تلوينها.
- توزيع منتظم ولمعان متوازن يُحسّن جمالية السطح.

لماذا ستحبه سيارتك؟
- عمق سواد متجانس يُنعش المظهر فورًا ويحافظ على أناقة القطع البلاستيكية.
- حاجز وقائي يبطئ مؤشرات التقادم (جفاف/تشقّق) ويُسهّل العناية.
- لمسة نهائية غير زيتية تقلّل الاتساخ وتُسهّل التنظيف.
- نتيجة ثابتة تعكس خبرات التصنيع والتقنيات النوعية في كل استخدام.",97,75,25,"[""خالي من الاصباغ"", ""يعزز اللون الاسود للفيبر"", ""تأثير ممتد المفعول"", ""يزيل العلامات والاثار الباهته للفيبر الخارجي للسياره"", ""مزود بطبقه شمعيه""]","[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/aohrm3p4lc_1756122551285.webp""]",true,false,2025-08-25 11:49:14.292349+00,2025-08-25 11:49:14.292349+00,3b44c246-6383-4b3e-8cef-1dd30ae52540,155,"1) نظّف السطح وجفّفه جيدًا من الأتربة وبقايا المنظفات.
2) رُجّ العبوة قبل الاستعمال.
3) ضع كمية مناسبة على إسفنجة/باد ووزّع على قطع الفبر/اللدائن بحركات دائرية.
4) اتركه 3–5 دقائق ليستقر، ثم امسح الفائض لطبقة نظيفة متوازنة.
5) اختبر أولًا على جزء غير ظاهر، وتجنّب ملامسة الزجاج والمعدن المطلي غير المستهدف.
6) في حال التعرّض للأمطار/الغسل المباشر، يُفضّل إعادة تمرير خفيف لتحسين الثبات.",,,,,true,CRYSTAL eye,منتج للاستخدام الشخصي,DELIGHT,,,[],[],جمهورية مصر العربية,,8,75,true,54.00,49,12,مجدد اللون الاسود للفيبر الخارجي,true,true,false,true
45c64dd5-50d5-416d-8fe4-f56e354e130b,بلاك ريتشارج 700 مللي,"Black Recharge مُجدِّد لون احترافي يعيد عمق السواد لقطع الفبر واللدائن الخارجية (مثل الأكسسوارات البلاستيكية، الحواف، الشبكات، وحتى أغطية المحرّك الداخلية) مع حاجز وقائي يقلّل الجفاف والتشقّق. صيغته خالية من الأصباغ لتعطي نتيجة طبيعية غير مصطنعة تحافظ على طابع الخامة ولمستها.

هندسة تركيبة متقدّمة
تعتمد الصياغة على مصفوفة بوليمر–شمع عالية التماسك مع مستحلبات دقيقة توفّر طبقة فيلم مرنة تتوزّع بانتظام وتلتصق بسطح اللدائن. تم هندسة نسب المزج والتحكّم في حجم الجسيمات وزمن الاستحلاب بأساليب تصنيع احترافية مواكِبة لأحدث المعايير العالمية؛ والنتيجة استرجاع بصري فوري لعمق السواد، وثبات أفضل أمام الشمس والغبار ورذاذ الطريق، ولمسة نهائية نظيفة غير زيتية تقلّل التقاط الأتربة وتُسهّل التنظيف الدوري.

أرقام/حقائق تُثبت الأداء
- طبقة فيلم مرنة تساعد على الحدّ من التشقّق والجفاف.
- نتيجة طبيعية بلا أصباغ تُبرز لون الخامة بدلًا من تلوينها.
- توزيع منتظم ولمعان متوازن يُحسّن جمالية السطح.

لماذا ستحبه سيارتك؟
- عمق سواد متجانس يُنعش المظهر فورًا ويحافظ على أناقة القطع البلاستيكية.
- حاجز وقائي يبطئ مؤشرات التقادم (جفاف/تشقّق) ويُسهّل العناية.
- لمسة نهائية غير زيتية تقلّل الاتساخ وتُسهّل التنظيف.
- نتيجة ثابتة تعكس خبرات التصنيع والتقنيات النوعية في كل استخدام.",247,195,25,"[""خالي من الاصباغ"", ""مزود بطبقه شمعيه"", ""يعزز اللون الاسود للفيبر"", ""تأثير ممتد المفعول"", ""يزيل العلامات والاثار الباهته للفيبر الخارجي للسياره""]","[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/qouahviajuf_1756122359870.webp""]",true,false,2025-08-25 11:46:07.678667+00,2025-08-25 11:46:07.678667+00,3b44c246-6383-4b3e-8cef-1dd30ae52540,154,"1) نظّف السطح وجفّفه جيدًا من الأتربة وبقايا المنظفات.
2) رُجّ العبوة قبل الاستعمال.
3) ضع كمية مناسبة على إسفنجة/باد ووزّع على قطع الفبر/اللدائن بحركات دائرية.
4) اتركه 3–5 دقائق ليستقر، ثم امسح الفائض لطبقة نظيفة متوازنة.
5) اختبر أولًا على جزء غير ظاهر، وتجنّب ملامسة الزجاج والمعدن المطلي غير المستهدف.
6) في حال التعرّض للأمطار/الغسل المباشر، يُفضّل إعادة تمرير خفيف لتحسين الثبات.",,,,,true,CRYSTAL eye,منتج للاستخدام الشخصي,DELIGHT,,,[],[],جمهورية مصر العربية,,20,195,true,140.00,127,12,مجدد اللون الاسود للفيبر الخارجي,true,true,false,true
476494f8-bc55-4fbc-98de-1333f6724e3f,شاين & شيلد 700 مللي,"Shine & Shield (Wax Pro) منظّف غسيل جاف معزَّز بطبقة شمعية رقيقة يُنظّف السطح الخارجي بسرعة ويمنح لمعانًا متوازنًا مع حماية خفيفة تقلّل التصاق الأتربة. تم تطويره بفضل خبرات تصنيع احترافية وتقنيات صياغة نوعية مواكِبة لأحدث المعايير العالمية للعناية بالسيارات، ليقدّم تجربة “رشّ وامسح وُلَمِّع” مناسبة للصيانة اليومية وبين الغسلات.
الصياغة لطيفة وخالية من الأحماض والقلويات القاسية، ومتوافقة مع طلاء النانو وأفلام الحماية (PPF)؛ تُحيط الأوساخ بطبقة فعّالة لتسهيل إزالتها، ثم تترك فيلمًا شمعيًا متجانسًا يُبرز عمق اللون ويُقلّل إعادة الاتساخ.

هندسة تركيبة متقدّمة
يعتمد Shine & Shield على مستحلبات شمعية دقيقة مع منظومة مواد فعّالة سطحية مُعايرة بعناية، بالإضافة إلى معدِّلات تبخّر تمنح وقت عمل مثالي وتُقلّل التشققات والشرائط (Streaks). تم ضبط حجم الجسيمات وزمن الاستحلاب ونِسَب المزج بأساليب تصنيع متقدّمة للحصول على توزيع شمعي منتظم ولمسة نهائية ناعمة تُبرز اللمعان وتحافظ على الطلاء.

أرقام/حقائق تُثبت الأداء
- غسيل جاف + طبقة شمع في خطوة واحدة للصيانة السريعة.
- Low Residue: بقايا منخفضة تُسهّل المسح والتلميع.
- متوافق مع طلاء النانو وPPF ويحافظ على تأثيراتهما.

لماذا ستحبه سيارتك؟
- نظافة ولمعان فوري مع طبقة شمع خفيفة تُقلّل التصاق الأتربة.
- توفير للوقت: رشّ/امسح/لَمِّع بين الغسلات دون تجهيزات كبيرة.
- لمسة نهائية أنيقة غير زيتية تُبرز عمق اللون.
- تقنيات تصنيع نوعية تمنح توزيعًا شمعيًا متجانسًا ونتيجة ثابتة.",202,160,25,"[""خالي من الاحماض والقلويات"", ""امن علي طلاء السياره"", ""مناسب لافلام الحمايه ولطلاء النانو"", ""يمنع التصاق الاتربه بالسطح"", ""يحمي من اشعه الشمس"", ""معزز بطبقه شمعيه""]","[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/122cvtsg17ie_1756122136988.webp""]",true,false,2025-08-25 11:43:10.496966+00,2025-08-25 11:43:10.496966+00,3b44c246-6383-4b3e-8cef-1dd30ae52540,153,"1) رجّ العبوة جيدًا قبل الاستعمال.
2) اعمل لوحًا بلوح (Panel by Panel) وعلى سطح بارد بعيدًا عن الشمس المباشرة.
3) رُشّ المنتج على اللوح أو على فوطة مايكروفايبر نظيفة.
4) امسح في اتجاه واحد لرفع الأوساخ برفق، ثم
5) اقلب الفوطة أو استخدم فوطة جافة للتلميع حتى لمسة نهائية متجانسة.
6) ملاحظة: ليس مخصّصًا للوحل/الأوساخ الثقيلة—في هذه الحالة اغسل أولًا ثم استخدم المنتج للتشطيب.
7) اختبر أولًا على جزء غير ظاهر.",,,,,true,CRYSTAL eye,منتج للاستخدام الشخصي,DELIGHT,,,[],[],جمهورية مصر العربية,,16,160,true,114.00,104,12,منظف جاف للسطح الخارجي معزز بالشمع,true,true,false,true
c2e3ba11-0cc7-4dbd-9499-7bb546ddda1b,انجن جارد ليمتد لتر,,235,200,15,[],"[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/pfs1otarmf_1760875850031.webp""]",true,false,2025-08-25 11:42:25.956561+00,2025-10-19 11:42:25.956561+00,78eb2dba-fc91-48a4-a0dd-88ffa1372011,116,,,,,,true,carx,منتج للاستخدام الاحترافى,DELIGHT,,,[],[],جمهورية مصر العربية,,15,200,false,,,,منظف لمحرك السياره,true,true,false,true
43c5f12c-723b-42f8-9121-f0a3e031681e,انجن جارد 5 لتر,,980,910,15,[],"[""https://ejvlxufsooygxjsrxofc.supabase.co/storage/v1/object/public/product-images/products/x8t7f35ycr_1760875923470.webp""]",false,false,2025-08-25 11:40:44.16224+00,2025-10-19 11:40:44.16224+00,78eb2dba-fc91-48a4-a0dd-88ffa1372011,17,,,,,,true,carx,منتج للاستخدام الاحترافى,DELIGHT,,,[],[],جمهورية مصر العربية,,,,false,,,,منظف للموتور,true,false,false,true
